146,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
157,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
168,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
179,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
190,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
201,nan,nan,-nan,0,0,-0,-0.369135,-0.494269,-42.7386,0.00144672,-0.000727178,-0.000756909,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
212,nan,nan,-nan,0,0,-0,-0.369421,-0.492873,-0.964054,0.00123987,-0.00483562,-0.00150616,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
223,nan,nan,-nan,0,0,-0,-0.369421,-0.492873,-0.964054,0.00123987,-0.00483562,-0.00150616,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
234,nan,nan,-nan,0,0,-0,-0.369421,-0.492873,-0.964054,0.00123987,-0.00483562,-0.00150616,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
244,nan,nan,-nan,0,0,-0,-0.369421,-0.492873,-0.964054,0.00123987,-0.00483562,-0.00150616,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
255,nan,nan,-nan,0,0,-0,-0.371851,-0.494511,-2.6756,0.00161401,0.0107506,-0.000830954,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
266,nan,nan,-nan,0,0,-0,-0.371851,-0.494511,-2.6756,0.00161401,0.0107506,-0.000830954,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
277,nan,nan,-nan,0,0,-0,-0.371851,-0.494511,-2.6756,0.00161401,0.0107506,-0.000830954,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
288,nan,nan,-nan,0,0,-0,-0.371851,-0.494511,-2.6756,0.00161401,0.0107506,-0.000830954,0.00690516,0.00300639,8.97465e-06,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
299,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
310,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
321,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
332,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
343,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
354,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
365,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
376,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
387,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
397,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
408,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
419,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
430,nan,nan,-nan,0,0,-0,-0.367522,-0.496699,-3.59603,0.00319756,-0.00993678,-0.00250584,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
441,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.370975,-0.489734,-6.86452,0.00193557,0.00333742,-0.00153922,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
452,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.370975,-0.489734,-6.86452,0.00193557,0.00333742,-0.00153922,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
463,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.370975,-0.489734,-6.86452,0.00193557,0.00333742,-0.00153922,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
474,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.370975,-0.489734,-6.86452,0.00193557,0.00333742,-0.00153922,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
485,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.370975,-0.489734,-6.86452,0.00193557,0.00333742,-0.00153922,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
496,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.375156,-0.496996,-7.46142,-0.00230728,0.0105351,-0.000331284,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
507,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.375156,-0.496996,-7.46142,-0.00230728,0.0105351,-0.000331284,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
518,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.375156,-0.496996,-7.46142,-0.00230728,0.0105351,-0.000331284,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
528,-0.00139923,0.000675834,0.0937849,-0.00581784,0.000572174,0.223872,-0.375156,-0.496996,-7.46142,-0.00230728,0.0105351,-0.000331284,0.00464145,0.0117003,0.0037933,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
539,-0.00139923
