3,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
14,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
26,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
37,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
55,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
72,nan,nan,-nan,0,0,-0,-1.02315,-0.318114,-35.156,0.00510172,0.0112985,-0.00118534,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
89,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
108,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
127,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
145,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
164,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0150042,-0.000913827,-0.00017458,0.00101539,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
181,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
199,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
218,nan,nan,-nan,0,0,-0,-1.02311,-0.308962,-35.1468,-0.000569108,0.00857243,-0.00253848,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
233,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02222,-0.310896,-0.635601,0.00506402,0.0103509,-0.00157293,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
252,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02222,-0.310896,-0.635601,0.00506402,0.0103509,-0.00157293,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
269,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02222,-0.310896,-0.635601,0.00506402,0.0103509,-0.00157293,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
284,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02222,-0.310896,-0.635601,0.00506402,0.0103509,-0.00157293,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
301,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02534,-0.325091,-1.2318,-2.58797e-05,0.00767688,-0.00025542,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
319,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02534,-0.325091,-1.2318,-2.58797e-05,0.00767688,-0.00025542,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
336,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02534,-0.325091,-1.2318,-2.58797e-05,0.00767688,-0.00025542,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
356,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.02534,-0.325091,-1.2318,-2.58797e-05,0.00767688,-0.00025542,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
371,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.0227,-0.324239,-1.75179,-0.00208896,-0.0137371,0.000638193,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
384,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.0227,-0.324239,-1.75179,-0.00208896,-0.0137371,0.000638193,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
406,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.0227,-0.324239,-1.75179,-0.00208896,-0.0137371,0.000638193,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
423,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.0227,-0.324239,-1.75179,-0.00208896,-0.0137371,0.000638193,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
437,0.000127349,1.34537e-06,0.0238629,-0.0109464,0.00753115,-0.0353941,-1.0227,-0.324239,-1.75179,-0.00208896,-0.0137371,0.000638193,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
458,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02138,-0.328874,-2.29732,-0.000367716,-0.00396967,0.00159441,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
474,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02138,-0.328874,-2.29732,-0.000367716,-0.00396967,0.00159441,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
490,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02138,-0.328874,-2.29732,-0.000367716,-0.00396967,0.00159441,0.0156521,0.00692212,-0.000194796,0.00101637,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
508,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02138,-0.328874,-2.29732,-0.000367716,-0.00396967,0.000237907,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
525,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.01766,-0.319201,-2.45382,0.00573104,-0.0154852,0.00104125,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
541,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.01766,-0.319201,-2.45382,0.00573104,-0.0154852,0.00104125,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
558,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.01766,-0.319201,-2.45382,0.00573104,-0.0154852,0.00104125,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
575,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
592,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
612,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
628,-0.00265848,0.0016315,0.0510957,-0.0132639,0.00710318,0.0286067,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
643,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
660,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
679,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02182,-0.304347,-2.52118,0.0034665,0.0058559,0.000170788,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
695,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.01903,-0.30823,-2.53992,0.00249101,-0.00621411,-0.000366125,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
712,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.01903,-0.30823,-2.53992,0.00249101,-0.00621411,-0.000366125,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
729,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02127,-0.307994,-2.53635,0.00261692,0.012282,-0.0014209,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
747,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02127,-0.307994,-2.53635,0.00261692,0.012282,-0.0014209,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
762,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02127,-0.307994,-2.53635,0.00261692,0.012282,-0.0014209,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
780,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02127,-0.307994,-2.53635,0.00261692,0.012282,-0.0014209,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
798,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
813,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
832,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
849,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
868,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
884,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02186,-0.324467,-2.53488,-0.00227232,0.00421276,0.00183241,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
902,-0.0060218,0.00336952,0.0699075,-0.0146272,0.00732016,0.0345211,-1.02488,-0.310394,-2.54534,-0.000615968,0.0143301,-0.00233012,0.0135016,0.0092601,0.00133629,0.00101668,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
