6,nan,nan,-nan,0,0,-0,-0.16718,-0.943785,-15.6383,0.00285401,-0.00127724,0.000501509,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.63,16.72,16.71,0,0,0,0.1
18,nan,nan,-nan,0,0,-0,-0.16718,-0.943785,-15.6383,0.00285401,-0.00127724,0.000501509,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.63,16.72,16.71,0,0,0,0.1
29,nan,nan,-nan,0,0,-0,-0.167357,-0.943623,-15.6434,-0.00173341,0.00038328,-0.002347,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.63,16.72,16.71,0,0,0,0.1
41,nan,nan,-nan,0,0,-0,-0.167357,-0.943623,-15.6434,-0.00173341,0.00038328,-0.002347,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.63,16.72,16.71,0,0,0,0.1
52,nan,nan,-nan,0,0,-0,-0.167357,-0.943623,-15.6434,-0.00173341,0.00038328,-0.002347,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.63,16.72,16.71,0,0,0,0.1
64,nan,nan,-nan,0,0,-0,-0.168547,-0.940687,-15.6409,0.000368054,0.00143038,0.00259872,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
76,nan,nan,-nan,0,0,-0,-0.168547,-0.940687,-15.6409,0.000368054,0.00143038,0.00259872,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
89,nan,nan,-nan,0,0,-0,-0.168547,-0.940687,-15.6409,0.000368054,0.00143038,0.00259872,0.0015592,0.0141226,0.000591379,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
100,nan,nan,-nan,0,0,-0,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
111,nan,nan,-nan,0,0,-0,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
122,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
134,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
146,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
157,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.166642,-0.938972,-15.6417,0.000747211,-0.000123063,-0.00202303,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
169,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.168182,-0.941712,0.00544703,0.00190067,-0.000871022,0.00174525,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
181,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.167183,-0.942151,0.586062,-0.000799824,-0.00108194,0.00668996,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
192,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.167183,-0.942151,0.586062,-0.000799824,-0.00108194,0.00668996,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
203,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.167183,-0.942151,0.586062,-0.000799824,-0.00108194,0.00668996,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
214,0.00113998,0.000153351,0.251731,0.00699992,0.00479045,-0.295611,-0.167183,-0.942151,0.586062,-0.000799824,-0.00108194,0.00668996,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
225,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.169199,-0.943335,1.7598,-0.000998599,-0.000929004,0.0187392,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
236,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.169199,-0.943335,1.7598,-0.000998599,-0.000929004,0.0187392,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
247,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.170615,-0.941113,3.0785,0.00205157,2.40586e-05,0.0379607,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
258,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.170615,-0.941113,3.0785,0.00205157,2.40586e-05,0.0379607,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
268,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.170615,-0.941113,3.0785,0.00205157,2.40586e-05,0.0379607,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
279,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.17418,-0.939393,4.94007,-0.0027685,0.00054782,0.0467461,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
290,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.17418,-0.939393,4.94007,-0.0027685,0.00054782,0.0467461,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
301,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.177794,-0.940318,6.62492,0.000430685,-0.0016559,0.0730302,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
312,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.177794,-0.940318,6.62492,0.000430685,-0.0016559,0.0730302,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
323,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.177794,-0.940318,6.62492,0.000430685,-0.0016559,0.0730302,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
334,0.00108059,0.000205702,-0.0935499,0.00566782,0.00535536,-2.72743,-0.177794,-0.940318,6.62492,0.000430685,-0.0016559,0.0730302,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
345,0.00116138,0.000548164,-0.901235,0.00591764,0.00630198,-4.54087,-0.178961,-0.940276,8.68662,0.00152093,-0.000667182,0.0767741,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
356,0.00116138,0.000548164,-0.901235,0.00591764,0.00630198,-4.54087,-0.178961,-0.940276,8.68662,0.00152093,-0.000667182,0.0767741,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
369,0.00116138,0.000548164,-0.901235,0.00591764,0.00630198,-4.54087,-0.184448,-0.939622,10.4402,-0.00150213,-0.000243636,0.100041,0.00158262,0.0144497,-0.000157833,0,0,0,0,0,16.62,16.64,16.72,16.71,0,0,0,0.1
