3,nan,nan,-nan,0,0,-0,-1.20057,-0.987148,-50.2022,-0.000711127,0.000772814,-0.00192725,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
14,nan,nan,-nan,0,0,-0,-1.20057,-0.987148,-50.2022,-0.000711127,0.000772814,-0.00192725,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
25,nan,nan,-nan,0,0,-0,-1.19851,-0.987684,-50.2055,0.00178566,-0.000763257,-0.00137426,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
40,nan,nan,-nan,0,0,-0,-1.19851,-0.987684,-50.2055,0.00178566,-0.000763257,-0.00137426,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
56,nan,nan,-nan,0,0,-0,-1.19851,-0.987684,-50.2055,0.00178566,-0.000763257,-0.00137426,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
70,nan,nan,-nan,0,0,-0,-1.19851,-0.987684,-50.2055,0.00178566,-0.000763257,-0.00137426,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
83,nan,nan,-nan,0,0,-0,-1.19851,-0.987684,-50.2055,0.00178566,-0.000763257,-0.00137426,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
98,nan,nan,-nan,0,0,-0,-1.1987,-0.988547,-50.2093,0.00175274,-0.000330289,0.00269954,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
115,nan,nan,-nan,0,0,-0,-1.1987,-0.988547,-50.2093,0.00175274,-0.000330289,0.00269954,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
130,nan,nan,-nan,0,0,-0,-1.1987,-0.988547,-50.2093,0.00175274,-0.000330289,0.00269954,0.0159549,0.0149345,-4.86836e-05,0.00100152,nan,nan,nan,0,0,0,0,16.66,16.69,16.77,16.76,0,0,0.01,0
